15:19:05 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/19 | streaming=true
15:57:42 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=492/3/38 | streaming=true
15:57:49 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=492/3/38 | streaming=true
15:57:55 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=492/3/38 | streaming=true
15:58:01 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/39 | streaming=true
15:58:07 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/39 | streaming=true
15:58:14 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/39 | streaming=true
15:58:20 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/41 | streaming=true
15:58:26 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/41 | streaming=true
15:58:32 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=492/3/44 | streaming=true
15:58:39 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=492/3/44 | streaming=true
15:58:45 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/45 | streaming=true
15:58:51 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/45 | streaming=true
15:58:57 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/45 | streaming=true
15:59:04 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/45 | streaming=true
15:59:10 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/47 | streaming=true
15:59:16 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=492/3/50 | streaming=true
15:59:22 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=492/3/50 | streaming=true
15:59:28 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=492/3/50 | streaming=true
15:59:35 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/51 | streaming=true
15:59:41 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/51 | streaming=true
15:59:47 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/51 | streaming=true
15:59:53 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/53 | streaming=true
16:00:00 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/55 | streaming=true
16:00:06 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/57 | streaming=true
16:00:12 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/57 | streaming=true
16:00:18 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/59 | streaming=true
16:00:24 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/59 | streaming=true
16:00:31 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/59 | streaming=true
16:00:37 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/61 | streaming=true
16:00:43 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/61 | streaming=true
16:00:49 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/61 | streaming=true
16:00:56 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/63 | streaming=true
16:01:02 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/63 | streaming=true
16:01:08 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/63 | streaming=true
16:01:14 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/63 | streaming=true
16:01:21 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/65 | streaming=true
16:01:27 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/65 | streaming=true
16:01:33 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/65 | streaming=true
16:01:39 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/67 | streaming=true
16:01:45 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/67 | streaming=true
16:01:52 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/67 | streaming=true
16:01:58 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=492/3/70 | streaming=true
16:02:04 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=492/3/70 | streaming=true
16:02:10 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=492/3/70 | streaming=true
16:02:17 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/71 | streaming=true
16:02:23 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/71 | streaming=true
16:02:29 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/71 | streaming=true
16:02:35 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=492/3/74 | streaming=true
16:02:41 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=492/3/74 | streaming=true
16:02:48 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=492/3/74 | streaming=true
16:02:54 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/75 | streaming=true
16:03:00 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/75 | streaming=true
16:03:06 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/75 | streaming=true
16:03:12 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/77 | streaming=true
16:03:19 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/77 | streaming=true
16:03:25 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=492/3/80 | streaming=true
16:03:31 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=492/3/80 | streaming=true
16:03:38 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/81 | streaming=true
16:03:44 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/81 | streaming=true
16:03:50 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/81 | streaming=true
16:03:57 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/83 | streaming=true
16:04:03 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/83 | streaming=true
16:04:09 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=492/3/86 | streaming=true
16:04:16 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=492/3/86 | streaming=true
16:04:22 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=492/3/86 | streaming=true
16:04:28 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/87 | streaming=true
16:04:34 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/87 | streaming=true
16:04:41 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/87 | streaming=true
16:04:47 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=492/3/90 | streaming=true
16:04:53 | SEPs=LDAC+AAC+SBC | cur=LDAC (96000) | ldac(kbps/idx/adj)=660/1/91 | streaming=true
